center,left,right,steering_angle
dataset_images/center_986cab507e95466fbea2a268b94d86cd.jpg,dataset_images/left_986cab507e95466fbea2a268b94d86cd.jpg,dataset_images/right_986cab507e95466fbea2a268b94d86cd.jpg,-8.411027510237512e-13
dataset_images/center_c3e4a79d83ee4f4483b3045bca1d75a0.jpg,dataset_images/left_c3e4a79d83ee4f4483b3045bca1d75a0.jpg,dataset_images/right_c3e4a79d83ee4f4483b3045bca1d75a0.jpg,-8.437184316269678e-13
dataset_images/center_308497db1b7a450f8d5ea9252f1eb974.jpg,dataset_images/left_308497db1b7a450f8d5ea9252f1eb974.jpg,dataset_images/right_308497db1b7a450f8d5ea9252f1eb974.jpg,-8.41119396297288e-13
dataset_images/center_1b693a3f8ff74450a8ae79ee64da2bf4.jpg,dataset_images/left_1b693a3f8ff74450a8ae79ee64da2bf4.jpg,dataset_images/right_1b693a3f8ff74450a8ae79ee64da2bf4.jpg,-8.389401571430125e-13
dataset_images/center_d7ddad2ffecb4875bbe24b0047f3945a.jpg,dataset_images/left_d7ddad2ffecb4875bbe24b0047f3945a.jpg,dataset_images/right_d7ddad2ffecb4875bbe24b0047f3945a.jpg,-8.386139874937158e-13
dataset_images/center_2d78f026ad094e45a4449b1baae9eaba.jpg,dataset_images/left_2d78f026ad094e45a4449b1baae9eaba.jpg,dataset_images/right_2d78f026ad094e45a4449b1baae9eaba.jpg,-8.375196505461412e-13
dataset_images/center_8275956313e54d95871040723d2d6cfe.jpg,dataset_images/left_8275956313e54d95871040723d2d6cfe.jpg,dataset_images/right_8275956313e54d95871040723d2d6cfe.jpg,-8.36905460053084e-13
dataset_images/center_a59bc55345a240e6aacdd5fa3a37ce15.jpg,dataset_images/left_a59bc55345a240e6aacdd5fa3a37ce15.jpg,dataset_images/right_a59bc55345a240e6aacdd5fa3a37ce15.jpg,-8.361982559653437e-13
dataset_images/center_f67ffd423eb548b9940ab3f1db541a0f.jpg,dataset_images/left_f67ffd423eb548b9940ab3f1db541a0f.jpg,dataset_images/right_f67ffd423eb548b9940ab3f1db541a0f.jpg,-8.362184598584938e-13
dataset_images/center_dadf86c25a454d7285a7b3fa63bf10cb.jpg,dataset_images/left_dadf86c25a454d7285a7b3fa63bf10cb.jpg,dataset_images/right_dadf86c25a454d7285a7b3fa63bf10cb.jpg,-8.348327877973573e-13
dataset_images/center_fed43f2ade644e9c802a1da54e50418f.jpg,dataset_images/left_fed43f2ade644e9c802a1da54e50418f.jpg,dataset_images/right_fed43f2ade644e9c802a1da54e50418f.jpg,-8.339867700484746e-13
dataset_images/center_ad819a8c8fed490cb0aa9a010b3f62fb.jpg,dataset_images/left_ad819a8c8fed490cb0aa9a010b3f62fb.jpg,dataset_images/right_ad819a8c8fed490cb0aa9a010b3f62fb.jpg,-8.342417575139339e-13
dataset_images/center_3bef7b8a6ba249ab8be16c175203b33f.jpg,dataset_images/left_3bef7b8a6ba249ab8be16c175203b33f.jpg,dataset_images/right_3bef7b8a6ba249ab8be16c175203b33f.jpg,-8.337070902777937e-13
dataset_images/center_cb12fd1d1f99406e8fc9d94da34c9b6f.jpg,dataset_images/left_cb12fd1d1f99406e8fc9d94da34c9b6f.jpg,dataset_images/right_cb12fd1d1f99406e8fc9d94da34c9b6f.jpg,-8.335400910098943e-13
dataset_images/center_f558b8c0c1934c3cb31dfb5a1fcb85f2.jpg,dataset_images/left_f558b8c0c1934c3cb31dfb5a1fcb85f2.jpg,dataset_images/right_f558b8c0c1934c3cb31dfb5a1fcb85f2.jpg,-8.337838422881211e-13
dataset_images/center_01c3b8a35a8a431b8dccbdb311521586.jpg,dataset_images/left_01c3b8a35a8a431b8dccbdb311521586.jpg,dataset_images/right_01c3b8a35a8a431b8dccbdb311521586.jpg,-8.335924167628972e-13
dataset_images/center_8c8770008b924f35933ae0bcf61d7dce.jpg,dataset_images/left_8c8770008b924f35933ae0bcf61d7dce.jpg,dataset_images/right_8c8770008b924f35933ae0bcf61d7dce.jpg,-8.33686840754272e-13
dataset_images/center_78498b8280c34f7e9b20ee380c83de19.jpg,dataset_images/left_78498b8280c34f7e9b20ee380c83de19.jpg,dataset_images/right_78498b8280c34f7e9b20ee380c83de19.jpg,-8.340403711170742e-13
dataset_images/center_a0027a41cf7a4c51922bee9495615c06.jpg,dataset_images/left_a0027a41cf7a4c51922bee9495615c06.jpg,dataset_images/right_a0027a41cf7a4c51922bee9495615c06.jpg,-8.337863935042607e-13
dataset_images/center_dee74c0016eb49eb9544e40c65b2e2fd.jpg,dataset_images/left_dee74c0016eb49eb9544e40c65b2e2fd.jpg,dataset_images/right_dee74c0016eb49eb9544e40c65b2e2fd.jpg,-8.340764832496924e-13
dataset_images/center_fe32be500f8b4a1fabc85a91472b2589.jpg,dataset_images/left_fe32be500f8b4a1fabc85a91472b2589.jpg,dataset_images/right_fe32be500f8b4a1fabc85a91472b2589.jpg,-8.337427504120289e-13
dataset_images/center_960d73bd9fc346ce8ee8d9173acadef1.jpg,dataset_images/left_960d73bd9fc346ce8ee8d9173acadef1.jpg,dataset_images/right_960d73bd9fc346ce8ee8d9173acadef1.jpg,-8.337747336561857e-13
dataset_images/center_3c69f6389ea24cbc81b167077b9f7718.jpg,dataset_images/left_3c69f6389ea24cbc81b167077b9f7718.jpg,dataset_images/right_3c69f6389ea24cbc81b167077b9f7718.jpg,-8.339519424553765e-13
dataset_images/center_d5884722b6d84d63b8ce7a71707230c3.jpg,dataset_images/left_d5884722b6d84d63b8ce7a71707230c3.jpg,dataset_images/right_d5884722b6d84d63b8ce7a71707230c3.jpg,-8.334265999026504e-13
dataset_images/center_f184028425f849889f19b25ab27ab7e7.jpg,dataset_images/left_f184028425f849889f19b25ab27ab7e7.jpg,dataset_images/right_f184028425f849889f19b25ab27ab7e7.jpg,-8.341350993752116e-13
dataset_images/center_c8eb716934104b3599975fac553b2e43.jpg,dataset_images/left_c8eb716934104b3599975fac553b2e43.jpg,dataset_images/right_c8eb716934104b3599975fac553b2e43.jpg,-8.334573247279384e-13
dataset_images/center_955c0fd2fbfa460d94ecd1d70f05e03e.jpg,dataset_images/left_955c0fd2fbfa460d94ecd1d70f05e03e.jpg,dataset_images/right_955c0fd2fbfa460d94ecd1d70f05e03e.jpg,-8.335829386773456e-13
dataset_images/center_128c404db792486f980d9dff60c3c76f.jpg,dataset_images/left_128c404db792486f980d9dff60c3c76f.jpg,dataset_images/right_128c404db792486f980d9dff60c3c76f.jpg,-8.341519325189396e-13
dataset_images/center_b48123d62de4486cb7a90fd7f53c4a42.jpg,dataset_images/left_b48123d62de4486cb7a90fd7f53c4a42.jpg,dataset_images/right_b48123d62de4486cb7a90fd7f53c4a42.jpg,-8.334909404598732e-13
dataset_images/center_a63f258762e048b192adfd9a91511628.jpg,dataset_images/left_a63f258762e048b192adfd9a91511628.jpg,dataset_images/right_a63f258762e048b192adfd9a91511628.jpg,-5.574020825259499e-12
dataset_images/center_13fcbda72a18412dbd3e11ad338b22a0.jpg,dataset_images/left_13fcbda72a18412dbd3e11ad338b22a0.jpg,dataset_images/right_13fcbda72a18412dbd3e11ad338b22a0.jpg,-2.7183422412797894e-11
dataset_images/center_448b2f9056a34f7eb94c5aebe237d96a.jpg,dataset_images/left_448b2f9056a34f7eb94c5aebe237d96a.jpg,dataset_images/right_448b2f9056a34f7eb94c5aebe237d96a.jpg,-7.907944213860443e-12
dataset_images/center_9d6ffd2afd9949968fdb67d9b3202620.jpg,dataset_images/left_9d6ffd2afd9949968fdb67d9b3202620.jpg,dataset_images/right_9d6ffd2afd9949968fdb67d9b3202620.jpg,4.7542933526215165e-11
dataset_images/center_0c489f2c64c54a1b8c548d7ae50acdd1.jpg,dataset_images/left_0c489f2c64c54a1b8c548d7ae50acdd1.jpg,dataset_images/right_0c489f2c64c54a1b8c548d7ae50acdd1.jpg,6.85544722787159e-11
dataset_images/center_1aefff19a9cb490f9b71533490068865.jpg,dataset_images/left_1aefff19a9cb490f9b71533490068865.jpg,dataset_images/right_1aefff19a9cb490f9b71533490068865.jpg,7.907679554755633e-11
dataset_images/center_fca2108a9cf546a08440a239aa2ef515.jpg,dataset_images/left_fca2108a9cf546a08440a239aa2ef515.jpg,dataset_images/right_fca2108a9cf546a08440a239aa2ef515.jpg,9.68970282397321e-11
dataset_images/center_09c200545f484f73b75bcef792600b89.jpg,dataset_images/left_09c200545f484f73b75bcef792600b89.jpg,dataset_images/right_09c200545f484f73b75bcef792600b89.jpg,1.2328669495318505e-10
dataset_images/center_44b8d0c7661d4c39b1c22f90d1869d9f.jpg,dataset_images/left_44b8d0c7661d4c39b1c22f90d1869d9f.jpg,dataset_images/right_44b8d0c7661d4c39b1c22f90d1869d9f.jpg,1.5000668185576035e-10
dataset_images/center_3bb23a6f828e4cceb0c4c312faf551af.jpg,dataset_images/left_3bb23a6f828e4cceb0c4c312faf551af.jpg,dataset_images/right_3bb23a6f828e4cceb0c4c312faf551af.jpg,1.6954491145247743e-10
dataset_images/center_44b1f511c8b541b0be7618d594b45ed5.jpg,dataset_images/left_44b1f511c8b541b0be7618d594b45ed5.jpg,dataset_images/right_44b1f511c8b541b0be7618d594b45ed5.jpg,1.9310031342729964e-10
dataset_images/center_681450370f6948bdaf78f484cc93dcb1.jpg,dataset_images/left_681450370f6948bdaf78f484cc93dcb1.jpg,dataset_images/right_681450370f6948bdaf78f484cc93dcb1.jpg,2.1267988139247834e-10
dataset_images/center_99057745e03842319b42e3cafa0060ba.jpg,dataset_images/left_99057745e03842319b42e3cafa0060ba.jpg,dataset_images/right_99057745e03842319b42e3cafa0060ba.jpg,2.3671114861359944e-10
dataset_images/center_506452f06da34251be57c3b4c24a6231.jpg,dataset_images/left_506452f06da34251be57c3b4c24a6231.jpg,dataset_images/right_506452f06da34251be57c3b4c24a6231.jpg,2.561966395159057e-10
dataset_images/center_172e2c16775c44bb9fbae70c79a92cd4.jpg,dataset_images/left_172e2c16775c44bb9fbae70c79a92cd4.jpg,dataset_images/right_172e2c16775c44bb9fbae70c79a92cd4.jpg,2.7749700963014195e-10
dataset_images/center_0eaa830dfa0545148bb7a06b3ebd9308.jpg,dataset_images/left_0eaa830dfa0545148bb7a06b3ebd9308.jpg,dataset_images/right_0eaa830dfa0545148bb7a06b3ebd9308.jpg,2.984488441487911e-10
dataset_images/center_1221e179bee84ea3bcd93a6f131bfc55.jpg,dataset_images/left_1221e179bee84ea3bcd93a6f131bfc55.jpg,dataset_images/right_1221e179bee84ea3bcd93a6f131bfc55.jpg,3.212029591905236e-10
dataset_images/center_6fb9859c1a564e09a81c75cc1b69641f.jpg,dataset_images/left_6fb9859c1a564e09a81c75cc1b69641f.jpg,dataset_images/right_6fb9859c1a564e09a81c75cc1b69641f.jpg,3.416548713979488e-10
dataset_images/center_b93c4ea1f425490690266bf667cb2814.jpg,dataset_images/left_b93c4ea1f425490690266bf667cb2814.jpg,dataset_images/right_b93c4ea1f425490690266bf667cb2814.jpg,3.6183310803208085e-10
dataset_images/center_70e1adfe2f6d4e64aa6b0d94472958c2.jpg,dataset_images/left_70e1adfe2f6d4e64aa6b0d94472958c2.jpg,dataset_images/right_70e1adfe2f6d4e64aa6b0d94472958c2.jpg,3.8170037116825595e-10
dataset_images/center_810a67a418bb494eaccf6e5fd1556c8c.jpg,dataset_images/left_810a67a418bb494eaccf6e5fd1556c8c.jpg,dataset_images/right_810a67a418bb494eaccf6e5fd1556c8c.jpg,3.9929427646208794e-10
dataset_images/center_6fe20cace9764d10b2efdbd53add76d1.jpg,dataset_images/left_6fe20cace9764d10b2efdbd53add76d1.jpg,dataset_images/right_6fe20cace9764d10b2efdbd53add76d1.jpg,4.3923615359586314e-10
dataset_images/center_fbd1ad6e01fe42e08c49f3efb3f6dd9b.jpg,dataset_images/left_fbd1ad6e01fe42e08c49f3efb3f6dd9b.jpg,dataset_images/right_fbd1ad6e01fe42e08c49f3efb3f6dd9b.jpg,6.620141242351503e-10
dataset_images/center_fd53bd3070be4e3dbc931652cfb16d6a.jpg,dataset_images/left_fd53bd3070be4e3dbc931652cfb16d6a.jpg,dataset_images/right_fd53bd3070be4e3dbc931652cfb16d6a.jpg,3.7833315866321605e-10
dataset_images/center_3797044f9d2a412b9d1de3ff50f927ed.jpg,dataset_images/left_3797044f9d2a412b9d1de3ff50f927ed.jpg,dataset_images/right_3797044f9d2a412b9d1de3ff50f927ed.jpg,-4.958005853960064e-11
dataset_images/center_05e87451de484adaa63daa8e2f0ef306.jpg,dataset_images/left_05e87451de484adaa63daa8e2f0ef306.jpg,dataset_images/right_05e87451de484adaa63daa8e2f0ef306.jpg,-8.537857760535747e-11
dataset_images/center_ee66b9e11826458da67fbc03947ec73c.jpg,dataset_images/left_ee66b9e11826458da67fbc03947ec73c.jpg,dataset_images/right_ee66b9e11826458da67fbc03947ec73c.jpg,-4.4021682410049503e-11
dataset_images/center_5300e0a3e0ed49d58ffdc9f12ba49794.jpg,dataset_images/left_5300e0a3e0ed49d58ffdc9f12ba49794.jpg,dataset_images/right_5300e0a3e0ed49d58ffdc9f12ba49794.jpg,-3.6742237703814934e-11
dataset_images/center_28f6426c85f143ea9b658a9a52a702b0.jpg,dataset_images/left_28f6426c85f143ea9b658a9a52a702b0.jpg,dataset_images/right_28f6426c85f143ea9b658a9a52a702b0.jpg,-4.9533633719085276e-11
dataset_images/center_27a5318329684504862505f941915119.jpg,dataset_images/left_27a5318329684504862505f941915119.jpg,dataset_images/right_27a5318329684504862505f941915119.jpg,-5.504721490273538e-11
dataset_images/center_00eee11b94f14cd0942a77f06b1b83b5.jpg,dataset_images/left_00eee11b94f14cd0942a77f06b1b83b5.jpg,dataset_images/right_00eee11b94f14cd0942a77f06b1b83b5.jpg,-5.349723369137097e-11
dataset_images/center_7176cb4fa0534c16818fea19e1e2b73e.jpg,dataset_images/left_7176cb4fa0534c16818fea19e1e2b73e.jpg,dataset_images/right_7176cb4fa0534c16818fea19e1e2b73e.jpg,-5.21898310467655e-11
dataset_images/center_a1daf350694841df97fb28f0bc97d66a.jpg,dataset_images/left_a1daf350694841df97fb28f0bc97d66a.jpg,dataset_images/right_a1daf350694841df97fb28f0bc97d66a.jpg,-5.2130382324124344e-11
dataset_images/center_fe3e6930d7db4d43912043a475be672a.jpg,dataset_images/left_fe3e6930d7db4d43912043a475be672a.jpg,dataset_images/right_fe3e6930d7db4d43912043a475be672a.jpg,-5.243791990274477e-11
dataset_images/center_09b48a5d1ad24b0e96b888bc17d37b37.jpg,dataset_images/left_09b48a5d1ad24b0e96b888bc17d37b37.jpg,dataset_images/right_09b48a5d1ad24b0e96b888bc17d37b37.jpg,-5.266909267837222e-11
dataset_images/center_828d907e667a4831949ba84ab3d7bb2d.jpg,dataset_images/left_828d907e667a4831949ba84ab3d7bb2d.jpg,dataset_images/right_828d907e667a4831949ba84ab3d7bb2d.jpg,-5.265883697483869e-11
dataset_images/center_91d30d26a0c14275836b78174e73c058.jpg,dataset_images/left_91d30d26a0c14275836b78174e73c058.jpg,dataset_images/right_91d30d26a0c14275836b78174e73c058.jpg,-5.2568967801477304e-11
dataset_images/center_adc5b553c47d4553a6417d625ea745f0.jpg,dataset_images/left_adc5b553c47d4553a6417d625ea745f0.jpg,dataset_images/right_adc5b553c47d4553a6417d625ea745f0.jpg,-5.252902693884324e-11
dataset_images/center_113bbb991807405295917af996a4993d.jpg,dataset_images/left_113bbb991807405295917af996a4993d.jpg,dataset_images/right_113bbb991807405295917af996a4993d.jpg,-5.25504256779588e-11
dataset_images/center_25d1378d678c454b973bf38f87d0e1a7.jpg,dataset_images/left_25d1378d678c454b973bf38f87d0e1a7.jpg,dataset_images/right_25d1378d678c454b973bf38f87d0e1a7.jpg,-5.256891018767266e-11
dataset_images/center_f7846ce1f52245bb92906576818f1101.jpg,dataset_images/left_f7846ce1f52245bb92906576818f1101.jpg,dataset_images/right_f7846ce1f52245bb92906576818f1101.jpg,-5.257242721362993e-11
dataset_images/center_a526753a93a942a98b5a213b60a03c96.jpg,dataset_images/left_a526753a93a942a98b5a213b60a03c96.jpg,dataset_images/right_a526753a93a942a98b5a213b60a03c96.jpg,-5.256569805773632e-11
dataset_images/center_6a8a7af9f18b4b509294258f6295fb0c.jpg,dataset_images/left_6a8a7af9f18b4b509294258f6295fb0c.jpg,dataset_images/right_6a8a7af9f18b4b509294258f6295fb0c.jpg,-5.2563333579028344e-11
dataset_images/center_7555241428b948b5bf09d39717d93f5d.jpg,dataset_images/left_7555241428b948b5bf09d39717d93f5d.jpg,dataset_images/right_7555241428b948b5bf09d39717d93f5d.jpg,-0.015983563271391027
dataset_images/center_c5fa518193c342fe9c972dbf0500e233.jpg,dataset_images/left_c5fa518193c342fe9c972dbf0500e233.jpg,dataset_images/right_c5fa518193c342fe9c972dbf0500e233.jpg,-0.1652520042126841
dataset_images/center_f63d427bd176447798261aea3b7d08b3.jpg,dataset_images/left_f63d427bd176447798261aea3b7d08b3.jpg,dataset_images/right_f63d427bd176447798261aea3b7d08b3.jpg,-0.13591623086464605
dataset_images/center_cf19ef4f072a475db56d19c521ff562c.jpg,dataset_images/left_cf19ef4f072a475db56d19c521ff562c.jpg,dataset_images/right_cf19ef4f072a475db56d19c521ff562c.jpg,-0.04589199727303843
dataset_images/center_9062f77c87cc4a699935769dce8f545d.jpg,dataset_images/left_9062f77c87cc4a699935769dce8f545d.jpg,dataset_images/right_9062f77c87cc4a699935769dce8f545d.jpg,-0.01724665776401154
dataset_images/center_6d5e1c0e9ae64532bc43db0fa7194312.jpg,dataset_images/left_6d5e1c0e9ae64532bc43db0fa7194312.jpg,dataset_images/right_6d5e1c0e9ae64532bc43db0fa7194312.jpg,-0.006190086992186982
dataset_images/center_dfdeeaa025e546319d30e9a3e0b5d021.jpg,dataset_images/left_dfdeeaa025e546319d30e9a3e0b5d021.jpg,dataset_images/right_dfdeeaa025e546319d30e9a3e0b5d021.jpg,-0.0019738434099750898
dataset_images/center_b224443f87744955af6cf065d82e9bbf.jpg,dataset_images/left_b224443f87744955af6cf065d82e9bbf.jpg,dataset_images/right_b224443f87744955af6cf065d82e9bbf.jpg,-0.000825755603643616
dataset_images/center_2a69ed26ab73405d815fc98eb12b69d8.jpg,dataset_images/left_2a69ed26ab73405d815fc98eb12b69d8.jpg,dataset_images/right_2a69ed26ab73405d815fc98eb12b69d8.jpg,-0.00029113458354547677
dataset_images/center_9f96693140434c1f8c5e977e95b3846c.jpg,dataset_images/left_9f96693140434c1f8c5e977e95b3846c.jpg,dataset_images/right_9f96693140434c1f8c5e977e95b3846c.jpg,0.050787744528129494
dataset_images/center_ced4b23cc59545e7836c11b1a4ef7f11.jpg,dataset_images/left_ced4b23cc59545e7836c11b1a4ef7f11.jpg,dataset_images/right_ced4b23cc59545e7836c11b1a4ef7f11.jpg,0.23505725980212216
dataset_images/center_1ede61a2d8dc4722aaa9a4ca78e116a1.jpg,dataset_images/left_1ede61a2d8dc4722aaa9a4ca78e116a1.jpg,dataset_images/right_1ede61a2d8dc4722aaa9a4ca78e116a1.jpg,0.22895504638855016
dataset_images/center_505a0e01bdc04e5797b1c329563731f0.jpg,dataset_images/left_505a0e01bdc04e5797b1c329563731f0.jpg,dataset_images/right_505a0e01bdc04e5797b1c329563731f0.jpg,0.09302764330253037
dataset_images/center_a60b377837f54a498c23ea1aa70cbea9.jpg,dataset_images/left_a60b377837f54a498c23ea1aa70cbea9.jpg,dataset_images/right_a60b377837f54a498c23ea1aa70cbea9.jpg,0.0319722511521067
dataset_images/center_566f04372dc44725afeb0fb0dcd83cdc.jpg,dataset_images/left_566f04372dc44725afeb0fb0dcd83cdc.jpg,dataset_images/right_566f04372dc44725afeb0fb0dcd83cdc.jpg,0.012958012646884079
dataset_images/center_5f8e67be3aa0408d993e1087ca1f7487.jpg,dataset_images/left_5f8e67be3aa0408d993e1087ca1f7487.jpg,dataset_images/right_5f8e67be3aa0408d993e1087ca1f7487.jpg,0.004100627214257311
dataset_images/center_af83389948564d678aab009ab5d00efa.jpg,dataset_images/left_af83389948564d678aab009ab5d00efa.jpg,dataset_images/right_af83389948564d678aab009ab5d00efa.jpg,0.0015094084597050438
dataset_images/center_240b52ef0b1642d4bfb46493292562cb.jpg,dataset_images/left_240b52ef0b1642d4bfb46493292562cb.jpg,dataset_images/right_240b52ef0b1642d4bfb46493292562cb.jpg,0.0005929456406866675
dataset_images/center_98d6ec0f336b463a9f9f9e0b176044e2.jpg,dataset_images/left_98d6ec0f336b463a9f9f9e0b176044e2.jpg,dataset_images/right_98d6ec0f336b463a9f9f9e0b176044e2.jpg,0.0001941448657635207
dataset_images/center_244dcf97c92f411a82bec4ac9dcbb357.jpg,dataset_images/left_244dcf97c92f411a82bec4ac9dcbb357.jpg,dataset_images/right_244dcf97c92f411a82bec4ac9dcbb357.jpg,7.01747252514347e-05
dataset_images/center_48d242314966413fb9b1e105e63ea446.jpg,dataset_images/left_48d242314966413fb9b1e105e63ea446.jpg,dataset_images/right_48d242314966413fb9b1e105e63ea446.jpg,2.3403002010691763e-05
dataset_images/center_f0b91c4ffa734f1bb3b76537aa28a07c.jpg,dataset_images/left_f0b91c4ffa734f1bb3b76537aa28a07c.jpg,dataset_images/right_f0b91c4ffa734f1bb3b76537aa28a07c.jpg,1.1347951720126929e-05
dataset_images/center_443d872da6a54eb0b3eab0153576a93f.jpg,dataset_images/left_443d872da6a54eb0b3eab0153576a93f.jpg,dataset_images/right_443d872da6a54eb0b3eab0153576a93f.jpg,4.263687308516491e-06
dataset_images/center_a928e7e8f2634803b94289a11ef4335f.jpg,dataset_images/left_a928e7e8f2634803b94289a11ef4335f.jpg,dataset_images/right_a928e7e8f2634803b94289a11ef4335f.jpg,9.59805838837552e-07
dataset_images/center_139ade6cdf5443c389b0368a879a90a5.jpg,dataset_images/left_139ade6cdf5443c389b0368a879a90a5.jpg,dataset_images/right_139ade6cdf5443c389b0368a879a90a5.jpg,3.6889805198226324e-07
dataset_images/center_a618f1127eab4c1a8e3a08dd6a0becd7.jpg,dataset_images/left_a618f1127eab4c1a8e3a08dd6a0becd7.jpg,dataset_images/right_a618f1127eab4c1a8e3a08dd6a0becd7.jpg,-0.04311184278160546
dataset_images/center_e1b88dfe83604a7798c80401564998ab.jpg,dataset_images/left_e1b88dfe83604a7798c80401564998ab.jpg,dataset_images/right_e1b88dfe83604a7798c80401564998ab.jpg,-0.12453729853918756
dataset_images/center_d76b1b5f378d40f6b362e5b956ef6305.jpg,dataset_images/left_d76b1b5f378d40f6b362e5b956ef6305.jpg,dataset_images/right_d76b1b5f378d40f6b362e5b956ef6305.jpg,-0.054655632798517886
dataset_images/center_2b94757b3c7c4f488499fb6c1b144f99.jpg,dataset_images/left_2b94757b3c7c4f488499fb6c1b144f99.jpg,dataset_images/right_2b94757b3c7c4f488499fb6c1b144f99.jpg,-0.02066758152561245
dataset_images/center_502538223d6346e18577e65d3259f7ec.jpg,dataset_images/left_502538223d6346e18577e65d3259f7ec.jpg,dataset_images/right_502538223d6346e18577e65d3259f7ec.jpg,-0.007605609793314335
dataset_images/center_744929b483ed46b581b532358d76e6fc.jpg,dataset_images/left_744929b483ed46b581b532358d76e6fc.jpg,dataset_images/right_744929b483ed46b581b532358d76e6fc.jpg,-0.0024106561649752025
dataset_images/center_96317e5c201f4f69826f7ede9cc593b0.jpg,dataset_images/left_96317e5c201f4f69826f7ede9cc593b0.jpg,dataset_images/right_96317e5c201f4f69826f7ede9cc593b0.jpg,-0.000969886394798395
dataset_images/center_2a364ab0873c410e928a8caa4f37d167.jpg,dataset_images/left_2a364ab0873c410e928a8caa4f37d167.jpg,dataset_images/right_2a364ab0873c410e928a8caa4f37d167.jpg,-0.0003448869863217389
