center,steering_angle
Training/743.png,0.117706298828125
Training/744.png,0.121131896972656
Training/745.png,0.122711181640625
Training/746.png,0.123237609863281
Training/747.png,0.123497009277344
Training/748.png,0.123764038085938
Training/749.png,0.123497009277344
Training/750.png,0.123237609863281
Training/751.png,0.123497009277344
Training/752.png,0.123237609863281
Training/753.png,0.123237609863281
Training/754.png,0.123497009277344
Training/755.png,0.123497009277344
Training/756.png,0.123497009277344
Training/757.png,0.123497009277344
Training/758.png,0.1240234375
Training/759.png,0.12481689453125
Training/760.png,0.126396179199219
Training/761.png,0.127708435058594
Training/762.png,0.1290283203125
Training/763.png,0.130340576171875
Training/764.png,0.131134033203125
Training/765.png,0.131393432617188
Training/766.png,0.131660461425781
Training/767.png,0.131660461425781
Training/768.png,0.131919860839844
Training/769.png,0.131660461425781
Training/770.png,0.131660461425781
Training/771.png,0.131660461425781
Training/772.png,0.131660461425781
Training/773.png,0.131393432617188
Training/774.png,0.131660461425781
Training/775.png,0.131660461425781
Training/776.png,0.131660461425781
Training/777.png,0.131919860839844
Training/778.png,0.131660461425781
Training/779.png,0.131919860839844
Training/780.png,0.131919860839844
Training/781.png,0.131919860839844
Training/782.png,0.131919860839844
Training/783.png,0.131919860839844
Training/784.png,0.131919860839844
Training/785.png,0.131919860839844
Training/786.png,0.131919860839844
Training/787.png,0.131919860839844
Training/788.png,0.131919860839844
Training/789.png,0.131660461425781
Training/790.png,0.131660461425781
Training/791.png,0.131660461425781
Training/792.png,0.131660461425781
Training/793.png,0.131660461425781
Training/794.png,0.131660461425781
Training/795.png,0.131660461425781
Training/796.png,0.131660461425781
Training/797.png,0.131660461425781
Training/798.png,0.131660461425781
Training/799.png,0.131660461425781
Training/800.png,0.131919860839844
Training/801.png,0.131660461425781
Training/802.png,0.131660461425781
Training/803.png,0.131919860839844
Training/804.png,0.131660461425781
Training/805.png,0.131660461425781
Training/806.png,0.131660461425781
Training/807.png,0.131393432617188
Training/808.png,0.131393432617188
Training/809.png,0.131660461425781
Training/810.png,0.131660461425781
Training/811.png,0.131919860839844
Training/812.png,0.131919860839844
Training/813.png,0.131919860839844
Training/814.png,0.132186889648438
Training/815.png,0.131660461425781
Training/816.png,0.131393432617188
Training/817.png,0.131134033203125
Training/818.png,0.130340576171875
Training/819.png,0.130607604980469
Training/820.png,0.130607604980469
Training/821.png,0.130607604980469
Training/822.png,0.130867004394531
Training/823.png,0.130867004394531
Training/824.png,0.130867004394531
Training/825.png,0.130867004394531
Training/826.png,0.130340576171875
Training/827.png,0.130867004394531
Training/828.png,0.130867004394531
Training/829.png,0.130867004394531
Training/830.png,0.130867004394531
Training/831.png,0.130867004394531
Training/832.png,0.130867004394531
Training/833.png,0.130867004394531
Training/834.png,0.130867004394531
Training/835.png,0.130867004394531
Training/836.png,0.130867004394531
Training/837.png,0.130867004394531
Training/838.png,0.130867004394531
Training/839.png,0.130607604980469
Training/840.png,0.130607604980469
Training/841.png,0.130607604980469
Training/842.png,0.130340576171875
Training/843.png,0.130081176757813
Training/844.png,0.130340576171875
Training/845.png,0.130340576171875
Training/846.png,0.130081176757813
Training/847.png,0.129814147949219
Training/848.png,0.127708435058594
Training/849.png,0.123497009277344
Training/850.png,0.116653442382813
Training/851.png,0.110862731933594
Training/852.png,0.097442626953125
Training/853.png,0.086387634277344
Training/854.png,0.060592651367188
Training/855.png,0.057693481445313
Training/856.png,0.056640625
Training/857.png,0.056381225585938
Training/858.png,0.056381225585938
Training/859.png,0.056640625
Training/860.png,0.056907653808594
Training/861.png,0.056907653808594
Training/862.png,0.056907653808594
Training/863.png,0.056907653808594
Training/864.png,0.056640625
Training/865.png,0.056640625
Training/866.png,0.056640625
Training/867.png,0.056640625
Training/868.png,0.056640625
Training/869.png,0.056640625
Training/870.png,0.056640625
Training/871.png,0.056640625
Training/872.png,0.056640625
Training/873.png,0.056640625
Training/874.png,0.056907653808594
Training/875.png,0.056907653808594
Training/876.png,0.056640625
Training/877.png,0.056640625
Training/878.png,0.056640625
Training/879.png,0.056907653808594
Training/880.png,0.056907653808594
Training/881.png,0.056907653808594
Training/882.png,0.057167053222656
Training/883.png,0.057167053222656
Training/884.png,0.057167053222656
Training/885.png,0.056907653808594
Training/886.png,0.056640625
Training/887.png,0.056907653808594
Training/888.png,0.056640625
Training/889.png,0.056640625
Training/890.png,0.056907653808594
Training/891.png,0.056640625
Training/892.png,0.056640625
Training/893.png,0.056640625
Training/894.png,0.056640625
Training/895.png,0.056381225585938
Training/896.png,0.056640625
Training/897.png,0.056640625
Training/898.png,0.056640625
Training/899.png,0.056907653808594
Training/900.png,0.05743408203125
Training/901.png,0.057693481445313
Training/902.png,0.058219909667969
Training/903.png,0.057960510253906
Training/904.png,0.057693481445313
Training/905.png,0.057693481445313
Training/906.png,0.058746337890625
Training/907.png,0.061119079589844
Training/908.png,0.064804077148438
Training/909.png,0.072959899902344
Training/910.png,0.073226928710938
Training/911.png,0.073486328125
Training/912.png,0.073486328125
Training/913.png,0.073753356933594
Training/914.png,0.073486328125
Training/915.png,0.073226928710938
Training/916.png,0.073226928710938
Training/917.png,0.073226928710938
Training/918.png,0.073486328125
Training/919.png,0.073486328125
Training/920.png,0.073486328125
Training/921.png,0.073486328125
Training/922.png,0.073486328125
Training/923.png,0.073486328125
Training/924.png,0.073486328125
Training/925.png,0.073486328125
Training/926.png,0.073486328125
Training/927.png,0.073486328125
Training/928.png,0.073486328125
Training/929.png,0.073486328125
Training/930.png,0.073753356933594
Training/931.png,0.073753356933594
Training/932.png,0.073486328125
Training/933.png,0.073226928710938
Training/934.png,0.073226928710938
Training/935.png,0.073486328125
Training/936.png,0.073753356933594
Training/937.png,0.073753356933594
Training/938.png,0.073753356933594
Training/939.png,0.073753356933594
Training/940.png,0.073486328125
Training/941.png,0.073486328125
Training/942.png,0.073486328125
Training/943.png,0.073486328125
Training/944.png,0.073753356933594
Training/945.png,0.073753356933594
Training/946.png,0.073486328125
Training/947.png,0.073486328125
Training/948.png,0.073486328125
Training/949.png,0.073486328125
Training/950.png,0.073486328125
Training/951.png,0.074012756347656
Training/952.png,0.075065612792969
Training/953.png,0.077964782714844
Training/954.png,0.080596923828125
Training/955.png,0.083229064941406
Training/956.png,0.087173461914063
Training/957.png,0.088752746582031
Training/958.png,0.089805603027344
Training/959.png,0.090599060058594
Training/960.png,0.090858459472656
Training/961.png,0.090858459472656
Training/962.png,0.090858459472656
Training/963.png,0.090858459472656
Training/964.png,0.090858459472656
Training/965.png,0.09112548828125
Training/966.png,0.090858459472656
Training/967.png,0.09112548828125
Training/968.png,0.090858459472656
Training/969.png,0.090858459472656
Training/970.png,0.090858459472656
Training/971.png,0.090858459472656
Training/972.png,0.090858459472656
Training/973.png,0.090858459472656
Training/974.png,0.090858459472656
Training/975.png,0.090858459472656
Training/976.png,0.090858459472656
Training/977.png,0.09112548828125
Training/978.png,0.090858459472656
Training/979.png,0.09112548828125
Training/980.png,0.091651916503906
Training/981.png,0.093757629394531
Training/982.png,0.0953369140625
Training/983.png,0.097175598144531
Training/984.png,0.09954833984375
Training/985.png,0.100601196289063
Training/986.png,0.101127624511719
Training/987.png,0.101127624511719
Training/988.png,0.101387023925781
Training/989.png,0.102439880371094
Training/990.png,0.104545593261719
Training/991.png,0.107177734375
Training/992.png,0.114288330078125
Training/993.png,0.114288330078125
Training/994.png,0.114547729492188
Training/995.png,0.114547729492188
Training/996.png,0.114547729492188
Training/997.png,0.114547729492188
Training/998.png,0.114547729492188
Training/999.png,0.114288330078125
Training/1000.png,0.114814758300781
Training/1001.png,0.114814758300781
Training/1002.png,0.114814758300781
Training/1003.png,0.114814758300781
Training/1004.png,0.114814758300781
Training/1005.png,0.114814758300781
Training/1006.png,0.114814758300781
Training/1007.png,0.114814758300781
Training/1008.png,0.115074157714844
Training/1009.png,0.115074157714844
Training/1010.png,0.114547729492188
Training/1011.png,0.114547729492188
Training/1012.png,0.114547729492188
Training/1013.png,0.114547729492188
Training/1014.png,0.114814758300781
Training/1015.png,0.114814758300781
Training/1016.png,0.114547729492188
Training/1017.png,0.114547729492188
Training/1018.png,0.114288330078125
Training/1019.png,0.114021301269531
Training/1020.png,0.114288330078125
Training/1021.png,0.114547729492188
Training/1022.png,0.114547729492188
Training/1023.png,0.114547729492188
Training/1024.png,0.114288330078125
Training/1025.png,0.114288330078125
Training/1026.png,0.113235473632813
Training/1027.png,0.109809875488281
Training/1028.png,0.106391906738281
Training/1029.png,0.09954833984375
Training/1030.png,0.092704772949219
Training/1031.png,0.087699890136719
Training/1032.png,0.085067749023438
Training/1033.png,0.083755493164063
Training/1034.png,0.083229064941406
Training/1035.png,0.082962036132813
Training/1036.png,0.082962036132813
Training/1037.png,0.08270263671875
Training/1038.png,0.08270263671875
Training/1039.png,0.08270263671875
Training/1040.png,0.082435607910156
Training/1041.png,0.08270263671875
Training/1042.png,0.08270263671875
Training/1043.png,0.082435607910156
Training/1044.png,0.082176208496094
Training/1045.png,0.082176208496094
Training/1046.png,0.082176208496094
Training/1047.png,0.082435607910156
Training/1048.png,0.082176208496094
Training/1049.png,0.082176208496094
Training/1050.png,0.082176208496094
Training/1051.png,0.082435607910156
Training/1052.png,0.082176208496094
Training/1053.png,0.082176208496094
Training/1054.png,0.0819091796875
Training/1055.png,0.080596923828125
Training/1056.png,0.072174072265625
Training/1057.png,0.061378479003906
Training/1058.png,0.04058837890625
Training/1059.png,0.021369934082031
Training/1060.png,0
Training/1061.png,0
Training/1062.png,0
Training/1063.png,0
Training/1064.png,0
Training/1065.png,0
Training/1066.png,0
Training/1067.png,-0.010475158691406
Training/1068.png,-0.010475158691406
Training/1069.png,-0.012847900390625
Training/1070.png,-0.014686584472656
Training/1071.png,-0.019950866699219
Training/1072.png,-0.022850036621094
Training/1073.png,-0.04364013671875
Training/1074.png,-0.0528564453125
Training/1075.png,-0.059173583984375
Training/1076.png,-0.067596435546875
Training/1077.png,-0.072860717773438
Training/1078.png,-0.078910827636719
Training/1079.png,-0.080490112304688
Training/1080.png,-0.084175109863281
Training/1081.png,-0.088127136230469
Training/1082.png,-0.089706420898438
Training/1083.png,-0.091285705566406
Training/1084.png,-0.092338562011719
Training/1085.png,-0.092597961425781
Training/1086.png,-0.092864990234375
Training/1087.png,-0.092864990234375
Training/1088.png,-0.092864990234375
Training/1089.png,-0.092864990234375
Training/1090.png,-0.092864990234375
Training/1091.png,-0.092864990234375
Training/1092.png,-0.092864990234375
Training/1093.png,-0.092597961425781
Training/1094.png,-0.091812133789063
Training/1095.png,-0.091545104980469
Training/1096.png,-0.091285705566406
Training/1097.png,-0.091018676757813
Training/1098.png,-0.091018676757813
Training/1099.png,-0.091285705566406
Training/1100.png,-0.091285705566406
Training/1101.png,-0.091285705566406
Training/1102.png,-0.091018676757813
Training/1103.png,-0.091545104980469
Training/1104.png,-0.091545104980469
Training/1105.png,-0.091285705566406
Training/1106.png,-0.091285705566406
Training/1107.png,-0.091545104980469
Training/1108.png,-0.091812133789063
Training/1109.png,-0.091812133789063
Training/1110.png,-0.092338562011719
Training/1111.png,-0.092338562011719
Training/1112.png,-0.092597961425781
Training/1113.png,-0.092597961425781
Training/1114.png,-0.092864990234375
Training/1115.png,-0.092864990234375
Training/1116.png,-0.093124389648438
Training/1117.png,-0.093391418457031
Training/1118.png,-0.093124389648438
Training/1119.png,-0.093391418457031
