center,left,right,steering,throttle,reverse,speed
dataset_images/center_20240616_215204.jpg,dataset_images/left_20240616_215204.jpg,dataset_images/right_20240616_215204.jpg,0.0,0.0,0.0,-1.5707953071705132
dataset_images/center_20240616_215204.jpg,dataset_images/left_20240616_215204.jpg,dataset_images/right_20240616_215204.jpg,0.0,0.0,0.0,-1.5707953071731742
dataset_images/center_20240616_215204.jpg,dataset_images/left_20240616_215204.jpg,dataset_images/right_20240616_215204.jpg,0.0,0.0,0.0,-1.5707953071778218
dataset_images/center_20240616_215204.jpg,dataset_images/left_20240616_215204.jpg,dataset_images/right_20240616_215204.jpg,0.0,0.0,0.0,-1.5707953071797627
dataset_images/center_20240616_215204.jpg,dataset_images/left_20240616_215204.jpg,dataset_images/right_20240616_215204.jpg,0.0,0.0,0.0,-1.5707953071814267
dataset_images/center_20240616_215204.jpg,dataset_images/left_20240616_215204.jpg,dataset_images/right_20240616_215204.jpg,0.0,0.0,0.0,-1.5707953071838845
dataset_images/center_20240616_215204.jpg,dataset_images/left_20240616_215204.jpg,dataset_images/right_20240616_215204.jpg,0.0,0.0,0.0,-1.570795307185159
dataset_images/center_20240616_215204.jpg,dataset_images/left_20240616_215204.jpg,dataset_images/right_20240616_215204.jpg,0.0,0.0,0.0,-1.5707953071853658
dataset_images/center_20240616_215204.jpg,dataset_images/left_20240616_215204.jpg,dataset_images/right_20240616_215204.jpg,0.0,0.0,0.0,-1.570795307184988
dataset_images/center_20240616_215204.jpg,dataset_images/left_20240616_215204.jpg,dataset_images/right_20240616_215204.jpg,0.0,0.0,0.0,-1.5707953071836933
dataset_images/center_20240616_215204.jpg,dataset_images/left_20240616_215204.jpg,dataset_images/right_20240616_215204.jpg,0.0,0.0,0.0,-1.5707953071827625
dataset_images/center_20240616_215204.jpg,dataset_images/left_20240616_215204.jpg,dataset_images/right_20240616_215204.jpg,0.0,0.0,0.0,-1.5707953071804654
dataset_images/center_20240616_215204.jpg,dataset_images/left_20240616_215204.jpg,dataset_images/right_20240616_215204.jpg,0.0,0.0,0.0,-1.5707953071791558
dataset_images/center_20240616_215204.jpg,dataset_images/left_20240616_215204.jpg,dataset_images/right_20240616_215204.jpg,0.0,0.0,0.0,-1.5707953071763676
dataset_images/center_20240616_215204.jpg,dataset_images/left_20240616_215204.jpg,dataset_images/right_20240616_215204.jpg,0.0,0.0,0.0,-1.5707953071749419
dataset_images/center_20240616_215204.jpg,dataset_images/left_20240616_215204.jpg,dataset_images/right_20240616_215204.jpg,0.0,0.0,0.0,-1.5707953071721552
dataset_images/center_20240616_215204.jpg,dataset_images/left_20240616_215204.jpg,dataset_images/right_20240616_215204.jpg,0.0,0.0,0.0,-1.5707953071695955
dataset_images/center_20240616_215204.jpg,dataset_images/left_20240616_215204.jpg,dataset_images/right_20240616_215204.jpg,0.0,0.0,0.0,-1.5707953071684424
dataset_images/center_20240616_215204.jpg,dataset_images/left_20240616_215204.jpg,dataset_images/right_20240616_215204.jpg,0.0,0.0,0.0,-1.5707953071673928
dataset_images/center_20240616_215204.jpg,dataset_images/left_20240616_215204.jpg,dataset_images/right_20240616_215204.jpg,0.0,0.0,0.0,-1.5707953071664555
dataset_images/center_20240616_215204.jpg,dataset_images/left_20240616_215204.jpg,dataset_images/right_20240616_215204.jpg,0.0,0.0,0.0,-1.5707953071649554
dataset_images/center_20240616_215204.jpg,dataset_images/left_20240616_215204.jpg,dataset_images/right_20240616_215204.jpg,0.0,0.0,0.0,-1.5707953071639669
dataset_images/center_20240616_215204.jpg,dataset_images/left_20240616_215204.jpg,dataset_images/right_20240616_215204.jpg,0.0,0.0,0.0,-1.5707953071636644
dataset_images/center_20240616_215204.jpg,dataset_images/left_20240616_215204.jpg,dataset_images/right_20240616_215204.jpg,0.0,0.0,0.0,-1.5707953071634106
dataset_images/center_20240616_215204.jpg,dataset_images/left_20240616_215204.jpg,dataset_images/right_20240616_215204.jpg,0.0,0.0,0.0,-1.5707953071635814
dataset_images/center_20240616_215204.jpg,dataset_images/left_20240616_215204.jpg,dataset_images/right_20240616_215204.jpg,0.0,0.0,0.0,-1.5707953071638054
dataset_images/center_20240616_215205.jpg,dataset_images/left_20240616_215205.jpg,dataset_images/right_20240616_215205.jpg,0.0,0.0,0.0,-1.5707953071644762
dataset_images/center_20240616_215205.jpg,dataset_images/left_20240616_215205.jpg,dataset_images/right_20240616_215205.jpg,0.0,0.0,0.0,-1.5707953071653753
dataset_images/center_20240616_215205.jpg,dataset_images/left_20240616_215205.jpg,dataset_images/right_20240616_215205.jpg,0.0,0.0,0.0,-1.5707953071664171
dataset_images/center_20240616_215205.jpg,dataset_images/left_20240616_215205.jpg,dataset_images/right_20240616_215205.jpg,0.0,0.0,0.0,-1.57079530716752
dataset_images/center_20240616_215205.jpg,dataset_images/left_20240616_215205.jpg,dataset_images/right_20240616_215205.jpg,0.0,0.0,0.0,-1.5707953071680703
dataset_images/center_20240616_215205.jpg,dataset_images/left_20240616_215205.jpg,dataset_images/right_20240616_215205.jpg,0.0,0.0,0.0,-1.5707953071691232
dataset_images/center_20240616_215205.jpg,dataset_images/left_20240616_215205.jpg,dataset_images/right_20240616_215205.jpg,0.0,0.0,0.0,-1.5707953071700675
dataset_images/center_20240616_215205.jpg,dataset_images/left_20240616_215205.jpg,dataset_images/right_20240616_215205.jpg,0.0,0.0,0.0,-1.5707953071704877
dataset_images/center_20240616_215205.jpg,dataset_images/left_20240616_215205.jpg,dataset_images/right_20240616_215205.jpg,0.0,0.0,0.0,-1.5707953071712069
dataset_images/center_20240616_215205.jpg,dataset_images/left_20240616_215205.jpg,dataset_images/right_20240616_215205.jpg,0.0,0.0,0.0,-1.5707953071717298
dataset_images/center_20240616_215205.jpg,dataset_images/left_20240616_215205.jpg,dataset_images/right_20240616_215205.jpg,0.0,0.0,0.0,-1.570795307172061
dataset_images/center_20240616_215205.jpg,dataset_images/left_20240616_215205.jpg,dataset_images/right_20240616_215205.jpg,0.0,0.0,0.0,-1.57079530717221
dataset_images/center_20240616_215205.jpg,dataset_images/left_20240616_215205.jpg,dataset_images/right_20240616_215205.jpg,0.0,0.0,0.0,-1.5707953071722192
dataset_images/center_20240616_215205.jpg,dataset_images/left_20240616_215205.jpg,dataset_images/right_20240616_215205.jpg,0.0,0.0,0.0,-1.5707953071721907
dataset_images/center_20240616_215205.jpg,dataset_images/left_20240616_215205.jpg,dataset_images/right_20240616_215205.jpg,0.0,0.0,0.0,-1.5707953071720313
dataset_images/center_20240616_215205.jpg,dataset_images/left_20240616_215205.jpg,dataset_images/right_20240616_215205.jpg,0.0,0.0,0.0,-1.5707953071717544
dataset_images/center_20240616_215205.jpg,dataset_images/left_20240616_215205.jpg,dataset_images/right_20240616_215205.jpg,0.0,0.0,0.0,-1.5707953071714034
dataset_images/center_20240616_215205.jpg,dataset_images/left_20240616_215205.jpg,dataset_images/right_20240616_215205.jpg,0.0,0.0,0.0,-1.5707953071712089
dataset_images/center_20240616_215205.jpg,dataset_images/left_20240616_215205.jpg,dataset_images/right_20240616_215205.jpg,0.0,0.0,0.0,-1.5707953071707996
dataset_images/center_20240616_215205.jpg,dataset_images/left_20240616_215205.jpg,dataset_images/right_20240616_215205.jpg,0.0,0.0,0.0,-1.5707953071703873
dataset_images/center_20240616_215205.jpg,dataset_images/left_20240616_215205.jpg,dataset_images/right_20240616_215205.jpg,0.0,0.0,0.0,-1.570795307170002
dataset_images/center_20240616_215205.jpg,dataset_images/left_20240616_215205.jpg,dataset_images/right_20240616_215205.jpg,0.0,0.0,0.0,-1.5707953071696554
dataset_images/center_20240616_215205.jpg,dataset_images/left_20240616_215205.jpg,dataset_images/right_20240616_215205.jpg,0.0,0.0,0.0,-1.570795307169508
dataset_images/center_20240616_215205.jpg,dataset_images/left_20240616_215205.jpg,dataset_images/right_20240616_215205.jpg,0.0,0.0,0.0,-1.5707953071692595
dataset_images/center_20240616_215205.jpg,dataset_images/left_20240616_215205.jpg,dataset_images/right_20240616_215205.jpg,0.0,0.0,0.0,-1.570795307169082
dataset_images/center_20240616_215205.jpg,dataset_images/left_20240616_215205.jpg,dataset_images/right_20240616_215205.jpg,0.0,0.0,0.0,-1.57079530716902
dataset_images/center_20240616_215205.jpg,dataset_images/left_20240616_215205.jpg,dataset_images/right_20240616_215205.jpg,0.0,0.0,0.0,-1.5707953071689729
dataset_images/center_20240616_215205.jpg,dataset_images/left_20240616_215205.jpg,dataset_images/right_20240616_215205.jpg,0.0,0.0,0.0,-1.5707953071689422
dataset_images/center_20240616_215205.jpg,dataset_images/left_20240616_215205.jpg,dataset_images/right_20240616_215205.jpg,0.0,0.0,0.0,-1.5707953071689307
dataset_images/center_20240616_215205.jpg,dataset_images/left_20240616_215205.jpg,dataset_images/right_20240616_215205.jpg,0.0,0.0,0.0,-1.5707953071689285
dataset_images/center_20240616_215205.jpg,dataset_images/left_20240616_215205.jpg,dataset_images/right_20240616_215205.jpg,0.0,0.0,0.0,-1.5707953071689402
dataset_images/center_20240616_215205.jpg,dataset_images/left_20240616_215205.jpg,dataset_images/right_20240616_215205.jpg,0.0,0.0,0.0,-1.5707953071689664
dataset_images/center_20240616_215205.jpg,dataset_images/left_20240616_215205.jpg,dataset_images/right_20240616_215205.jpg,0.0,0.0,0.0,-1.5707953071690048
dataset_images/center_20240616_215205.jpg,dataset_images/left_20240616_215205.jpg,dataset_images/right_20240616_215205.jpg,0.0,0.0,0.0,-1.5707953071690506
dataset_images/center_20240616_215205.jpg,dataset_images/left_20240616_215205.jpg,dataset_images/right_20240616_215205.jpg,0.0,0.0,0.0,-1.5707953071691052
dataset_images/center_20240616_215205.jpg,dataset_images/left_20240616_215205.jpg,dataset_images/right_20240616_215205.jpg,0.0,0.0,0.0,-1.5707953071692358
dataset_images/center_20240616_215205.jpg,dataset_images/left_20240616_215205.jpg,dataset_images/right_20240616_215205.jpg,0.0,0.0,0.0,-1.5707953071693088
dataset_images/center_20240616_215205.jpg,dataset_images/left_20240616_215205.jpg,dataset_images/right_20240616_215205.jpg,0.0,0.0,0.0,-1.570795307169459
dataset_images/center_20240616_215205.jpg,dataset_images/left_20240616_215205.jpg,dataset_images/right_20240616_215205.jpg,0.0,0.0,0.0,-1.5707953071695437
dataset_images/center_20240616_215205.jpg,dataset_images/left_20240616_215205.jpg,dataset_images/right_20240616_215205.jpg,0.0,0.0,0.0,-1.5707953071695862
dataset_images/center_20240616_215205.jpg,dataset_images/left_20240616_215205.jpg,dataset_images/right_20240616_215205.jpg,0.0,0.0,0.0,-1.5707953071696816
dataset_images/center_20240616_215205.jpg,dataset_images/left_20240616_215205.jpg,dataset_images/right_20240616_215205.jpg,0.0,0.0,0.0,-1.5707953071697305
dataset_images/center_20240616_215205.jpg,dataset_images/left_20240616_215205.jpg,dataset_images/right_20240616_215205.jpg,0.0,0.0,0.0,-1.570795307169832
dataset_images/center_20240616_215205.jpg,dataset_images/left_20240616_215205.jpg,dataset_images/right_20240616_215205.jpg,0.0,0.0,0.0,-1.5707953071698768
dataset_images/center_20240616_215205.jpg,dataset_images/left_20240616_215205.jpg,dataset_images/right_20240616_215205.jpg,0.0,0.0,0.0,-1.5707953071699563
dataset_images/center_20240616_215205.jpg,dataset_images/left_20240616_215205.jpg,dataset_images/right_20240616_215205.jpg,0.0,0.0,0.0,-1.5707953071700247
dataset_images/center_20240616_215205.jpg,dataset_images/left_20240616_215205.jpg,dataset_images/right_20240616_215205.jpg,0.0,0.0,0.0,-1.5707953071700498
dataset_images/center_20240616_215205.jpg,dataset_images/left_20240616_215205.jpg,dataset_images/right_20240616_215205.jpg,0.0,0.0,0.0,-1.5707953071700846
dataset_images/center_20240616_215205.jpg,dataset_images/left_20240616_215205.jpg,dataset_images/right_20240616_215205.jpg,0.0,0.0,0.0,-1.5707953071701048
dataset_images/center_20240616_215205.jpg,dataset_images/left_20240616_215205.jpg,dataset_images/right_20240616_215205.jpg,0.0,0.0,0.0,-1.5707953071701362
dataset_images/center_20240616_215205.jpg,dataset_images/left_20240616_215205.jpg,dataset_images/right_20240616_215205.jpg,0.0,0.0,0.0,-1.570795307170173
dataset_images/center_20240616_215205.jpg,dataset_images/left_20240616_215205.jpg,dataset_images/right_20240616_215205.jpg,0.0,0.0,0.0,-1.5707953071702117
dataset_images/center_20240616_215205.jpg,dataset_images/left_20240616_215205.jpg,dataset_images/right_20240616_215205.jpg,0.0,0.0,0.0,-1.570795307170227
dataset_images/center_20240616_215205.jpg,dataset_images/left_20240616_215205.jpg,dataset_images/right_20240616_215205.jpg,0.0,0.0,0.0,-1.5707953071702612
dataset_images/center_20240616_215205.jpg,dataset_images/left_20240616_215205.jpg,dataset_images/right_20240616_215205.jpg,0.0,0.0,0.0,-1.5707953071702907
dataset_images/center_20240616_215205.jpg,dataset_images/left_20240616_215205.jpg,dataset_images/right_20240616_215205.jpg,0.0,0.0,0.0,-1.5707953071703242
dataset_images/center_20240616_215205.jpg,dataset_images/left_20240616_215205.jpg,dataset_images/right_20240616_215205.jpg,0.0,0.0,0.0,-1.5707953071703362
dataset_images/center_20240616_215205.jpg,dataset_images/left_20240616_215205.jpg,dataset_images/right_20240616_215205.jpg,0.0,0.0,0.0,-1.5707953071703589
dataset_images/center_20240616_215205.jpg,dataset_images/left_20240616_215205.jpg,dataset_images/right_20240616_215205.jpg,0.0,0.0,0.0,-1.570795307170368
dataset_images/center_20240616_215205.jpg,dataset_images/left_20240616_215205.jpg,dataset_images/right_20240616_215205.jpg,0.0,0.0,0.0,-1.5707953071703915
dataset_images/center_20240616_215205.jpg,dataset_images/left_20240616_215205.jpg,dataset_images/right_20240616_215205.jpg,0.0,0.0,0.0,-1.570795307170401
dataset_images/center_20240616_215206.jpg,dataset_images/left_20240616_215206.jpg,dataset_images/right_20240616_215206.jpg,0.0,0.0,0.0,-1.5707953071704193
dataset_images/center_20240616_215206.jpg,dataset_images/left_20240616_215206.jpg,dataset_images/right_20240616_215206.jpg,0.0,0.0,0.0,-1.5707953071704386
dataset_images/center_20240616_215206.jpg,dataset_images/left_20240616_215206.jpg,dataset_images/right_20240616_215206.jpg,0.0,0.0,0.0,-1.5707953071704575
dataset_images/center_20240616_215206.jpg,dataset_images/left_20240616_215206.jpg,dataset_images/right_20240616_215206.jpg,0.0,0.0,0.0,-1.5707953071704766
dataset_images/center_20240616_215206.jpg,dataset_images/left_20240616_215206.jpg,dataset_images/right_20240616_215206.jpg,0.0,0.0,0.0,-1.570795307170494
dataset_images/center_20240616_215206.jpg,dataset_images/left_20240616_215206.jpg,dataset_images/right_20240616_215206.jpg,0.0,0.0,0.0,-1.570795307170513
dataset_images/center_20240616_215206.jpg,dataset_images/left_20240616_215206.jpg,dataset_images/right_20240616_215206.jpg,0.0,0.0,0.0,-1.5707953071705216
dataset_images/center_20240616_215206.jpg,dataset_images/left_20240616_215206.jpg,dataset_images/right_20240616_215206.jpg,0.0,0.0,0.0,-1.5707953071705303
dataset_images/center_20240616_215206.jpg,dataset_images/left_20240616_215206.jpg,dataset_images/right_20240616_215206.jpg,0.0,0.0,0.0,-1.570795307170553
dataset_images/center_20240616_215206.jpg,dataset_images/left_20240616_215206.jpg,dataset_images/right_20240616_215206.jpg,0.0,0.0,0.0,-1.5707953071705651
dataset_images/center_20240616_215206.jpg,dataset_images/left_20240616_215206.jpg,dataset_images/right_20240616_215206.jpg,0.0,0.0,0.0,-1.5707953071705818
dataset_images/center_20240616_215206.jpg,dataset_images/left_20240616_215206.jpg,dataset_images/right_20240616_215206.jpg,0.0,0.0,0.0,-1.5707953071705902
dataset_images/center_20240616_215206.jpg,dataset_images/left_20240616_215206.jpg,dataset_images/right_20240616_215206.jpg,0.0,0.0,0.0,-1.5707953071706082
dataset_images/center_20240616_215206.jpg,dataset_images/left_20240616_215206.jpg,dataset_images/right_20240616_215206.jpg,0.0,0.0,0.0,-1.5707953071706222
dataset_images/center_20240616_215206.jpg,dataset_images/left_20240616_215206.jpg,dataset_images/right_20240616_215206.jpg,0.0,0.0,0.0,-1.5707953071706338
dataset_images/center_20240616_215206.jpg,dataset_images/left_20240616_215206.jpg,dataset_images/right_20240616_215206.jpg,0.0,0.0,0.0,-1.570795307170649
dataset_images/center_20240616_215206.jpg,dataset_images/left_20240616_215206.jpg,dataset_images/right_20240616_215206.jpg,0.0,0.0,0.0,-1.570795307170653
dataset_images/center_20240616_215206.jpg,dataset_images/left_20240616_215206.jpg,dataset_images/right_20240616_215206.jpg,0.0,0.0,0.0,-1.5707953071706664
dataset_images/center_20240616_215206.jpg,dataset_images/left_20240616_215206.jpg,dataset_images/right_20240616_215206.jpg,0.0,0.0,0.0,-1.5707953071706746
dataset_images/center_20240616_215206.jpg,dataset_images/left_20240616_215206.jpg,dataset_images/right_20240616_215206.jpg,0.0,0.0,0.0,-1.5707953071706824
dataset_images/center_20240616_215206.jpg,dataset_images/left_20240616_215206.jpg,dataset_images/right_20240616_215206.jpg,0.0,0.0,0.0,-1.5707953071706895
dataset_images/center_20240616_215206.jpg,dataset_images/left_20240616_215206.jpg,dataset_images/right_20240616_215206.jpg,0.0,0.0,0.0,-1.5707953071707004
dataset_images/center_20240616_215206.jpg,dataset_images/left_20240616_215206.jpg,dataset_images/right_20240616_215206.jpg,0.0,0.0,0.0,-1.5707953071707137
dataset_images/center_20240616_215206.jpg,dataset_images/left_20240616_215206.jpg,dataset_images/right_20240616_215206.jpg,0.0,0.0,0.0,-1.570795307170724
dataset_images/center_20240616_215206.jpg,dataset_images/left_20240616_215206.jpg,dataset_images/right_20240616_215206.jpg,0.0,0.0,0.0,-1.5707953071707357
dataset_images/center_20240616_215206.jpg,dataset_images/left_20240616_215206.jpg,dataset_images/right_20240616_215206.jpg,0.0,0.0,0.0,-1.5707953071707386
dataset_images/center_20240616_215206.jpg,dataset_images/left_20240616_215206.jpg,dataset_images/right_20240616_215206.jpg,0.0,0.0,0.0,-1.5707953071707395
dataset_images/center_20240616_215206.jpg,dataset_images/left_20240616_215206.jpg,dataset_images/right_20240616_215206.jpg,0.0,0.0,0.0,-1.570795307170749
dataset_images/center_20240616_215206.jpg,dataset_images/left_20240616_215206.jpg,dataset_images/right_20240616_215206.jpg,0.0,0.0,0.0,-1.5707953071707548
dataset_images/center_20240616_215206.jpg,dataset_images/left_20240616_215206.jpg,dataset_images/right_20240616_215206.jpg,0.0,0.0,0.0,-1.5707953071707583
dataset_images/center_20240616_215206.jpg,dataset_images/left_20240616_215206.jpg,dataset_images/right_20240616_215206.jpg,0.0,0.0,0.0,-1.5707953071707634
dataset_images/center_20240616_215206.jpg,dataset_images/left_20240616_215206.jpg,dataset_images/right_20240616_215206.jpg,0.0,0.0,0.0,-1.5707953071707639
dataset_images/center_20240616_215206.jpg,dataset_images/left_20240616_215206.jpg,dataset_images/right_20240616_215206.jpg,0.0,0.0,0.0,-1.5707953071707645
dataset_images/center_20240616_215206.jpg,dataset_images/left_20240616_215206.jpg,dataset_images/right_20240616_215206.jpg,0.0,0.0,0.0,-1.5707953071707654
dataset_images/center_20240616_215206.jpg,dataset_images/left_20240616_215206.jpg,dataset_images/right_20240616_215206.jpg,0.0,0.0,0.0,-1.5707953071707652
dataset_images/center_20240616_215206.jpg,dataset_images/left_20240616_215206.jpg,dataset_images/right_20240616_215206.jpg,0.0,0.0,0.0,-1.5707953071707643
dataset_images/center_20240616_215206.jpg,dataset_images/left_20240616_215206.jpg,dataset_images/right_20240616_215206.jpg,0.0,0.0,0.0,-1.5707953071707643
dataset_images/center_20240616_215206.jpg,dataset_images/left_20240616_215206.jpg,dataset_images/right_20240616_215206.jpg,0.0,0.0,0.0,-1.5707953071707625
dataset_images/center_20240616_215206.jpg,dataset_images/left_20240616_215206.jpg,dataset_images/right_20240616_215206.jpg,0.0,0.0,0.0,-1.5707953071707612
dataset_images/center_20240616_215206.jpg,dataset_images/left_20240616_215206.jpg,dataset_images/right_20240616_215206.jpg,0.0,0.0,0.0,-1.5707953071707619
dataset_images/center_20240616_215206.jpg,dataset_images/left_20240616_215206.jpg,dataset_images/right_20240616_215206.jpg,0.0,0.0,0.0,-1.5707953071707654
dataset_images/center_20240616_215206.jpg,dataset_images/left_20240616_215206.jpg,dataset_images/right_20240616_215206.jpg,0.0,0.0,0.0,-1.5707953071707643
dataset_images/center_20240616_215206.jpg,dataset_images/left_20240616_215206.jpg,dataset_images/right_20240616_215206.jpg,0.0,0.0,0.0,-1.5707953071707654
